[0] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   28 / 165 W |     0 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  34 % (E:   0 %  D:   0 %),   94 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  44 % (E:   0 %  D:   0 %),   61 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  66 % (E:   0 %  D:   0 %),  122 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  28 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   8 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  28 % (E:   0 %  D:   0 %),  176 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   68 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  35 % (E:   0 %  D:   0 %),   63 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  70 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  57 % (E:   0 %  D:   0 %),   60 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  66 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  79 % (E:   0 %  D:   0 %),  106 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  62 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  48 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  36 % (E:   0 %  D:   0 %),   84 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  52 % (E:   0 %  D:   0 %),  137 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  61 % (E:   0 %  D:   0 %),   95 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  36 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  50 % (E:   0 %  D:   0 %),  148 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  16 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   1 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  14 % (E:   0 %  D:   0 %),  175 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  94 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  38 % (E:   0 %  D:   0 %),   99 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   1 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  69 % (E:   0 %  D:   0 %),  173 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  28 % (E:   0 %  D:   0 %),   88 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  46 % (E:   0 %  D:   0 %),   98 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  72 % (E:   0 %  D:   0 %),  145 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  39 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  45 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  40 % (E:   0 %  D:   0 %),   65 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  41 % (E:   0 %  D:   0 %),   86 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,   0 % (E:   0 %  D:   0 %),  161 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  36 % (E:   0 %  D:   0 %),   69 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  35 % (E:   0 %  D:   0 %),   87 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  66 % (E:   0 %  D:   0 %),   58 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  75 % (E:   0 %  D:   0 %),   58 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  66 % (E:   0 %  D:   0 %),   80 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  59 % (E:   0 %  D:   0 %),  138 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 48°C,  ?? %,  56 % (E:   0 %  D:   0 %),  112 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  68 % (E:   0 %  D:   0 %),   57 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  48 % (E:   0 %  D:   0 %),   40 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 48°C,  ?? %,  69 % (E:   0 %  D:   0 %),  181 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  44 % (E:   0 %  D:   0 %),   75 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  60 % (E:   0 %  D:   0 %),  123 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  46 % (E:   0 %  D:   0 %),  177 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  69 % (E:   0 %  D:   0 %),   55 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  49 % (E:   0 %  D:   0 %),   57 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  75 % (E:   0 %  D:   0 %),   78 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  51 % (E:   0 %  D:   0 %),  136 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  65 % (E:   0 %  D:   0 %),  118 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  58 % (E:   0 %  D:   0 %),  126 / 165 W | 15589 / 24576 MB | jgong:python/509402(15574M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
